VALUE;remove_RT;;
;ompasTV Yang kasik.libur panjang Pemerintah yang tidak tracing test masive pemerintah ( ideal . /day hari ini  sd  ribu aja nasional ) yang ngotot pilkada desember pemerintah , yang minta buka mall dll pemerintah , yang HUTANG untuk covid Pemerintah Utang  T untuk apa ?;;
;uthutea Sepertinya bebal ya ... Gak pernah lihat kejadian dimana kasus covid naik. Liburan, Pilkada, gk ada antisipasi sebelumnya, tapi klo kejadian baru tarik rem darurat...;;
;awarhitamp @FKadrun Pada intinya corona itu semakin tajam keatas kasusnya sebelum pilkada serentak, sampai saat ini pun belum turun kasusnya. Karena menjelang pilkada serentak maka Pemerintah tdk terlalu gembar kasus Covid- kecuali masalah HaeRS dan ormasnya agar kecurangan masif;;
;xtdrpemerintah ayo pilkada lagi, biar covid nya turun;;
;epublikaonline Kenapa tidak sebelum pilkada atau awal covid?;;
;drews Kinerja DKI sangat bagus dalam hal pembangunan dan keuangan.  Jakarta adalah ibukota negara tmp kumpul banyak org. Kasus baru covid saat ini banyak terjadi akibat kampanye pilkada di daerah yg merupakan kebijakan pusat yg tidak mau menunda hal tsb..   https://t.co/HaICjxMZ;a kerja makan apaan TOLOL?;
;necak Data pasien covid pas pilkada kemaren mana nich. Kok anteng-anteng aja. Giliran sekolah di test dikit dah positif padahal dah protokol. Ups;;
;NNIndonesia Kampanye dan Pilkada ga salah karena diatur Konstitusi ya? Emang Covid pilih² mangsa? Emanh Covid tau konstitusi?;tu pinter kyk elu.;
;anseulir Kan sudah dibilangin, banyak yg akan jadi korban covid usai pilkada serentak?;pinter kyk elu.;
;NNIndonesia Untung ada Kampanye dan Pilkada tidak memberi dampak Penyebaran Virus Covid . Ibadah Haji, Sekolah, Bekerja, Semua Takut Virus, Tetapi Virus Covid  Takut dg PILKADA.;isi mimpi;
;epublikaonline Survy dong dampsk pilkada tehdp  covid  ni diem bae yg d omgn ko dmpk libur pnjng sm disipln pk maskerr nek;edisi mimpi;
;nstweilly @Rahmatfajri serba salah ya mas . nanti klo g ada pilkada pejabatnya itu aja. nanti dibilang gini covid dijadikan alasan untuk kepentingan agar tetep berkuasa . gitu kira;;
;NNIndonesia Covid  meningkat karena libur panjang ,raakyat yang disalahkan, seandainya covid  naik karena pilkada serentak mungkin rakyat lagi yang disalahkan. tidak bisakah masalah covid ini dikaji secara konfrehensip sehingga tahu masalahnya dimana,jangan hanya mencari kambing;;
;okterparu @mrshananto Om sama tante saya positif kena covid karena mereka jaga natal, pilkada, sama tahun baru kemarin.;;
;epublikaonline Makanya pilkada aja. Kalo ada pilkada berita covid hilang semua;;
;residenKopi Saya lebih heran rakyat lagi susah, kader Mak banteng malah korupsi dana bansos , T... dimana hati nurani kalian... Kan anj*Ng banget. Covid lagi menggila pilkada ga bisa ditunda... Kan kalempong. 😡;mbok,dll;
;_y_o_k Kan pilkada udah selesai..baru deh segala bahaya dan penangan covid di geber..;berubah;
;izmaya__ Partai raja korup....puja terus ...hutang numpuk teruss,kalau pemimpjn mikirin rakyatnya pilkada kemaren di undur dulu.dan liat sekrng akibat karna pilkada kemaren ,,,status covid  naik teruss;;
;ompascom Korban covid skrg kan hasil dari pilkada kemaren *eh;i bapak selalu bawa politik si?;
;etikcom Yoo kampanyekan liburan yoo..covid mendadak ilang kl musim liburan dan pilkada kok..semangat mengatur liburan, terimasih etikcom atas dukungan liburannya..apa itu covid yee min..🤣🤣;;
;ociotalker @DonAdam Mereka merasa bekerja dengan merubah istilah ... covid takut dengan istilah baru dipikirnya, kaya waktu pilkada, covid takut sama UU pilkada .. pejabat.. pejabat .. dimana otak warasmu ?;;
;_y_o_k Kasarnya, awal awal wabah, rakyat masih ada duit cadangan, tinggal lockdowm, kasih kebijakan anti covid yg bener, subsidi listrik, telpon, kuota, dll warga miskin di jamin % kehidupanya, no pilkada, kayanya indonesia gak separah sekarang deh;;
;Pilkada kemaren mah harusnya bertanggung jawab sihh sama orang yg kena covid sekarang kalo dipikir pikir mah iyaa gasih ? okowi hehe si akrab :;FPI 😌;
;"ulaimaneffendi Apakah angka covid naik akhir"" ini sebetulnya angka yang memang segitu dari dulu? Namun karena ada kepentingan Pilkada akhirnya angka tsb di tutupi? Jadi seolah olah naik akhir² ini";;
;oyyanije Jadi kangen pilkada. Bebas covid.;;
;niSleman Daripada PSBB mending mengadakan pilkada lagi, soalnya covid takut sama pilkada kayaknya~;;
;Mhn konfirmasi Prof rpriono apa naiknya kasus covid skrg ini cluster pilkada?;;
;thirafiya @Afutami wkwk gak sadar kalo pilkada yg sebenernya buat lonjakan kasus covid;;
;iongkyTan Penyebaran covid liburnya pas pilkada kemaren aja 😆;;
;andalista Namanya juga pemerintah mencla-mencle. Nunggu parah dulu kasusnya baru ada tindakan tegas. Kemarin² masih mikirin pilkada aja, jadi blm fokus ke penanganan virus pandemi COVID-.;;
;irta_hudhi pilkada lagi yuk dok...mohon untuk perawat kasian istri saya dok  pasien yang masuk cuma  perawat covid banyak yang cpap an...RS-nya saya DM pak;co/VHHnUnSZK;
;jeeeloup Covid lagi. Cuti panjang saat pilkada. Sekarang doi udah  masuk kerja lagi;;
;stadtengkuzul Kader Partai yg korupsi dana bansos covid aja partainya masih banyak menang di pilkada kemaren Ust, aneh dah kok bisa ya masih mau milih partai itu;ya ya itu jg;
;sumsico Anjing!!! Pilkada lagi aja semua media bungkam covid hilang;;
;futami bkn cuma liburan aja yg bikin covid meningkat sih, demo omnibus law, pilkada, kerumunan FPI, dan banyak kegiatan lain yg mulai berjalan normal. Ga etis dong nyalahin libur natal n tahun baru sedangkan di  hari libur ini pun ga ada perayaan sama sekali zzzzzzz;;
;ollegemenfess Ngerasa gak sih covid mulai ningkat semejak pilkada ,terlalu memaksakan emang hadeuhh;;
;Lihat info apa yang saya bagikan: Kasus Kematian Akibat Covid- Cetak Rekor di Hari Pilkada IUI |  https://t.co/mIlztCA;;
;ibraltarNc Covid hilang ny waktu pilkada aja selain drpd itu muncul lgi ,pokoke yg berhubungan dgn kpentingan paduka yang mulia walau se bahaya apapun akan aman aja .;wkwkwk;
;rifdaulay Klo di Makassar sih menurut adik saya akibat pilkada, meningkat tajam byk OTG termasuk beberapa calon kandidat dan wakilnya yg terkena covid, akibat seringnya berkerumun.;;
;NNIndonesia Lah kemaren dianjurkan tunda pilkada masih aja leh sekarang kenapa nggak lanjut aja , covid nggak bakalan habis coba tiru pendekatan Menkes Siti Fadillah Supari , jangan diberitakan lagi covid ini anggap sepi aja;;
;okowi Ngerti gak sampeyan apa yg rakyat takut kan dri smua lapisan masrkt minta pilkada  tunda karna efeknya covid ini tkut tambah gak bisa di kendalikan;;
;ayatia Capek yaaaa dok kmren masrakat Minta pilkada di tunda agar penyebaran covid ini tak smkin menggila skrg benar terjadi apa yg rakyat takutkan Eh skrng ngajak rakyat lagi  tuk matian memeranginya lan lucu Kayak gak singkron;;
;"NNIndonesia @msaid_didu Covid ke Indo awal . Rakyat yg tertular covid semakin hari meningkat, tp PSBB baru diterapkan lagi setelah pilkada&amp;libur panjang akhir tahun . Jadi covid pas pilkada kmrn sampe libur panjang ngapain? ikut nyoblos sama liburan ke Bali? Tolong ada yg bis";na protokol esehatan;
;PSBB tidak menyelesaikan masalah covid yang bisa menyelesaikan cuma pilkada, ayo pak okowi pasti bisa kok;Konteksnya dengan pilkada yg ongoing Itu salah  contoh;
;Ayo pak okowi pilkada lagi supaya gak ada covid;;
;"nbcindonesia Kemarin sebelum pilkada ada slogan ""jangan takut ke tps"" Ko skrg psbb lagi? Wkwk pokoknya macem macem lah sebelom pilkada itu seakan akan covid hilang pas pilkada 🤭";;
;aeng_Info Terlambat, pasca Pilkada... Meroket... covid sudah berada merata d seluruh kalangan d seluruh negeri sampe tingkat pelosok. sebagaimana awal covid hanya berada pada starata sosial kaya dan pejabat dan habis umroh... Sekarang Pengemis bahkan org gila sudah + cov...;un?;
;Emang Jakarta punya gabener , dia aja Covid- gak sembuh² niesbaswedan jangan² takut jadi tersangka , makanya menang pilkada yang bener bukan ayat dan mayat , yang comment blusukan Bu Mensos pasti pendukung gak bener , gak punya nurani    https://t.co/PKFfdPYcsQ..;;
;NNIndonesia Nanam nya  Pohon pilkada Pohon libur panjang Menghasilkan buah yg ranum Menghasilkan cluster cluster baru covid  Semoga pada sadar yg mempunyai wewenang;;
;"NNIndonesia Pilkada lewat.... Anak &amp; menantu yakin lolos... Skrng serius mati""an lawan covid... 😄";;
;NNIndonesia Pas... Pilkada ngajak anak dan menantu.  Giliran Pandemi Covid.... ngajakx rakyat.  Lah Pas Omnibus Law.... ngomong dengan rakyat pun tidak!  😕😕;.co/kSoXHEtxI;
;SSI Tc tc, liga gak diurus oalah. Jangan terima mulu apa yang polisi katanya, pilkada saja bisa digelar padahal orang yg kena covid masih banyak.;;
;ekabadai_ @CNNIndonesia Yg kumpul² pilkada gimana?? Oh iya covid pilih² korban yah, lupa ana🙂;;
;eloraco Beberapa orang mati ditembak polisi saat demo hasil pemilu. Gak ada permintaan maaf  Masih inget?   Ratusan orang terjangkit covid setelah pilkada kemarin. Gak ada permintaan maaf.   Masih inget?    orang mati dibantai polisi, difitnah pula. Boro permintaan maaf.   Masih;;
;ekabadai_ @JasmineG @Levi_lubis @CNNIndonesia wkwkw jadi takut ya covid liat pilkada;;
;KPU Grobogan Hibahkan APD Pilkada untuk Penanganan Covid- Grobogan KPUGrobogan APDPilkada urianewscom  https://t.co/svtfVmj;;
;i_hohok atriyabayu_ ushiaftergym ngomongin covid pas pilkada;;
;aisalBasri Pasca Pilkada lonjakan jangkitan Covid naik signifikan, siapa yang bertanggung jawab?;;
;umparan Kapan corona selesai ? Kalau media berhenti memberitakan, membesarkan dan menggiring opini seolah indonesia sangat darurat. Atau harus ada pilkada lagi biar berita covid redah ? Wkwkwk;ti;
;"nfoMKS_ ""Tanggapan saya, ini suatu hal di luar ekspektasi kita, karena peningkatan ini. Sebenarnya bayangan kami tidak setinggi ini.Tapi ini suatu gambaran memang efek dari pilkada memberikan sumbangsih luar biasa pada peningkatan kasus COVID,"" kata Rudy saat ditanya wartawan di";iapakan ya? Ada usul? Copas;
;oaindonesia Tanya tuh pd yg buka masuknya TKA CHINA saat awal ramainya covid.  Tanya pd mereka yg biarkan pilkada tetap jalan. Tanya pd joget tiktok dan nasi kucing;;
;si_sohibuliman @RachlanNashidik menteri juga terdampak covid .. apalagi dipaksa setoran pilkada..  menteri makin terdampak bahkan lebih keras dampaknya dibandingkan rakyat;;
;tjehsultanate Pilkada usai..covid bermunculan...sebelumnya kemana aja???;;
;tjehsultanate Covid  takut dgn kampenye pilkada;;
;"uthutea Kudune le takon,""iki presidene ngopo wae,kok wis meh setahun Covid k testing/hari kok raiso"" level Gubernur wis  angel,ono sing wingi malah safari politik pas pilkada ono sing isih + covid 😷";;
;rindori_ Melu se Pilkada Serentak iki, tapi sek skeptis karo calon e wkwkwkwk. Sebener e yang eman itu pak Wabup yang sempet jadi Plt lalu meninggal EC Covid. Sering ketok ngingetno wargae lek wes arep jam malam. Asline calon kuat menang tapi takdir e bedo;adi...;
;tjehsultanate Pilkada udah selesai, covid muncul lagi;;
;irtoID covid itu turun saat pilkada saja, jika kalian mau covid hilang dari negara ini, maka adakanlah pilkada seminggu sekali;;
;rofesorZubairi PAK JOKOWI, GAMAU NGADAIN PILKADA LAGI? ADAIN TIAP HARI DONG PAK, BIAR LAJU PENULARAN COVID BISA DI TEKAN @jokowi  https://t.co/pZwFxPdWq;;
;ik_arif @SayurSintetis Kwkw yaudah lah ajg cuek aja emang kenapa si? MAKANYA PEMERINTAH ADAIN DONG PILKADA TIAP HARI BIAR BISA MENEKAN LAJU PENULARAN COVID. NGENTOT;;
;Lagi, Komisioner KPU RI Terpapar Covid-, Pilkada Sisakan Satu Tahapan  https://t.co/vCCibqee via arianbatampos;;
;riemrn @CNNIndonesia Untung ada FPI. Kasus korupsi, covid amburadul, ekonomi jeblok, kebakaran gedung kejaksaan, pembakaran hutan Papua, kasus pulau komodo, pilkada covid, hutang negara menggila ..dsb.. dsb.. kegagalan rezim. BERITA NYA LENYAP!!! .. HOREEE!  https://t.co/OsyQuaRI;;
;skandar__fauzi Ini manusia yg lagi jualan protokol ap? Kejadian kerumunan habib lutfi, kerumunan pilkada yg efeknya sdh jelas mlh ga diributin... giliran org berdoa mau  dibubarin alasasan protokol covid... dr awal kl kalian adil ga akan terjadi keributan model kek gini...sontolo;;
;_malikha Masih kalah sama covid Pilkada sukses menghilangkan covid 🤣🤣🤣🤣;;
;estyResseh Ulangi lagi pilkada 🤣🤣🤣🤣 Karena dengan pilkada bisa menghilangkan covid 🤣🤣🤣;ngaruhnya. Diketawain WHO;
;anjarpranowo Koq baru skr ya pak? Sebelum pilkada koq gak gini? Apa covid takutnya sama pilkada?;;
;lex @Indostransfer masalah ini bukan ke covid + pilkada lagi kayanya, ini lebih ke ada masalah hubungan antara pssi + polri;;
;rofesorZubairi Tapi di Indoneaia ada kegiatan kerumunan yg tifak menimbulkan kenaikan COVID  Prof. Yaitu PILKADA awal desember ... sampai sekarang tdk pernah ada data yg menunjukan peningkatan COVID;;
;ndostransfer Pak @DivHumas_Polri kemana aja bicara pandemi pak, kemarin kasus covid meningkat tajam case tiap hari, case tiap hari pilkada tetep jalan ko, knp liga seolah susah banget nasib perut org loh pa bnyk yg bergantung dr sepakbola juga.. Toh kan tanpa penonton ini..;;
;"egar_Oposisi Pelan tp pasti lama"" yg spt ini akn diberangus dgn alesan covad covid dan siap"" masjid mushollah akn jd sepi..pdhl klo mau jujur di pasar tradisional tuh tiap mlm smpe pagi org"" berkerumun,pilkada kemaren org kumpul di oslo gak apa"" tuh..!!";;
;IVAcoid Tapi virus corona tau kerumunan pilkada dan kerumunan acara lain. Padahal anggota KPPS ada yang terkena covid;rkendali.;
;imassigi @Sugarrmoon__ etikcom Mas gapernah kecil main petasan ya? Emang kalo kita bunyiin petasan di halaman rumah bakal bikin banyak kerumunan.. pilkada aja banyak kerumunan ga ada klaster covid.. ehh iya kan covid tau saat pilkada jdi gamungkin kena yg ke tps;;
;"okowi Pk Jokowi Presiden RI Yg byk pembangunan &amp; paling byk cobaan...HTI dibubarkan, Pilkada DKI..Pilpres , Pandemi covid-, HTI dibubarkan.";;
;cowacko Sama dengan herannya saya, ada yg bilang pilkada adalah pesta, jadi bisa meningkatkan imun tubuh, so.....covid akan menjauh;;
;Pada saat Pilkada covid- bersembunyi dimana ya ? Kok muncul lg setelah Pilkada.  Mohon pencerahannya dokter erlianidris 🙏;;
;apakraya @Zahendri @RosidinBrawija Emang ada bukti brp banyak yg kena covid karena kerumunan pilkada apa???  Terkadang lucu para pendukung HRS ne ya, udh kelarin dulu urusan HRS tu dulu, baru dah komentar;;
;heory_an Hubunganku stagnan kayak kasus covid sebelum pilkada bro;;
;imal_Rizky @sumarruh @ADzonePURWOREJO @PurworejoUpdate @PurworOjek @zstoryteller @SelukBelukMimin @TErusMENjelajah @PURWOREJO_JAM @wonorebo @initial_ari @PoerworedjoFess @kedaibener @Anurochim @WindaRahayunin @SantosoWdd @AngkoSetiarso @BagongDadiDewa @KidangTalun_ @ahmad_yusuf @;;
;NPB_Indonesia Hari ke  berturut-turut  ribuan orang positif Covid-....  Dan Ini bukan disebabkan oleh pilkada karena virus tahu itu kegiatan yang dilindungi Undang-Undang.;;
;rofesorZubairi @Julianto_LK Apa covid cuma ada disekolah aja? Di pasar, swalayan, di pilkada gak ada? Ngapa sekolah doang yang suruh daring?;alah😢;
;Kaleidoskop September : Tahapan Pilkada di Tengah Pandemi Covid-  https://t.co/uLIWqZmCI lewat umas_Gorontalo;;
;andiuno Liburannya Virtual juga pak...dan Evaluasi penambahan penderita Covid apakah ada hubungan dg Pilkada...?? Belum ada....??;;
;Dalam Situasi Pandemi Covid- Kadis DPMD : Dalam Pilkades Karawang Ada Penambahan TPS Dengan Menerapkan Prokes Secara Ketat, Seperti Pemilihan Pilkada Yang Lalu    https://t.co/KXoeTfmVfY lewat BN_Net;n,surabaya,klaten,;
;"""Kaleidoskop September : Tahapan Pilkada di Tengah Pandemi Covid-""    https://t.co/vmIiTOAsk emkominfo emendagri  https://t.co/RbkXxeLOY";;
;"eflyHZ Saat kasus Covid kembali merebak akibat kerumunan Pilkada &amp; BPUM ciptaan Pemerintah, malah kerumunan FPI yg dipersoalkan, mana tanggung jawab pemerintah?";;
;uriousssaimer @HukumDan pilkada di covid memang siapa yg buat?🤔;;
;andalista Covid hanya ada diatas jam  malam... persetan dengan pandemi yg penting pilkada jalan, yg penting kepentingan diutamakan, karena Corona adalah Tim sukses.. yg dianjurkan M yg disikat  M. Giselle manaaa giselleee.. kembalikan  detikku...;pilkada lancar.;
;omlembong @panca Tesnua sedikit karena hrs bayar. APBN covid dikorupsi utk partai memenangkan pilkada. Tapi heran msh banyak yg sorak. Hasil survey membaik tp rakyat makin sengsara.;;
;nnas meeranti kluster pilkada jatim,jabar,jateng,banten,tangsel kasus nya lebih ke pelengkap penderitaan..  get ready studio alam mungkin akan disulap jd kmr perawatan covid  saking kmr wisma atlet penuh semua;;
;"meeranti Ini lah bukti negara plin plan.tidak benar"" fokus dengan kesehatan..pilkada tetap berlangsung padahal dana buat pilkada bs buat penanganan covid...skarang sudah terlanjur basah..";;
;. Thermogun Bekas Pilkada Blora Dihibahkan untuk Penanganan Covid Blora Thermogun PilkadaBlora urianewscom  https://t.co/gBnpSI;;
;estyResseh Buat pilkada lagi, 🤣🤣🤣🤣 Pilkada anti covid 🤣🤣🤣;;
;NNIndonesia Mungkin harus buat pilkada lagi.. Karena bisa membuat penurunan drastis covid 🤣 🤣🤣🤣🤣🤣🤣🤣;;
;"rofesorZubairi Tapi membiarkan anak diajak ikut acara pernikahan, ikut acara pilkada, ke pasar, ke mal, ada yg berenang rame. Anak belajar online di rumah, sesudah itu seperti biasa main di luaran sama kawannya bergerombol.  ""Sejujurnya Covid ini : wajar atau dibesar-besarkan med";;
;ryanKi @fauzani_tantan @Indostransfer @PSSI @pt_lib Masalah dari dulu ijin kepolisian terus , bahkan sejak sebelum covid , apalagi kalo ada pilkada dll;;
;awapos Saya tidak tahu pasti, apa ada hubungan antara pilkada dengan trend naiknya covid . Yang saya tahu, setelah perhelatan  pilkada selesai, tahu covid  naik gitu saja....;;
;okowi pak jangan lempar batu sembunyi tangan. akibat pilkada angka covid gelombang  meningkat. percepat vaksin!!!;hitam.;
;ddiems Tepat dua minggu setelah pilkada, covid semakin gila;;
;oaibon @BREMBOO @adeninho @GusDekill @_Mr_Jn______ @LisaAmartatara @Mr_cosanostr @aagym @aniesbaswedan Kerumbunan Petamburan sm kerumbunan kampanye pilkada memberikan dampak yang sama atau tidak? Lebih spesifik, menutup data ketua KPU tangsel yang positif covid dan TIDAK diberita;;
;isit_Ngawi Pas pilkada covid e ilang pas libur tahun baru covid e metu meneh loosss;;
