username;tweet;value;remove_user
sudastika;"24) ""Scr umum hasil survei Pilkada 9 Desember 2020 menarik partisipasi yg tinggi yaitu sekitar 76% meski dibayangi pandemi."" #PilkadaJurdilTaatProkes @not_kirei @B3doel_ @anakkosaann  https://t.co/NTomdnTPZ6";positif;"24) ""Scr umum hasil survei Pilkada 9 Desember 2020 menarik partisipasi yg tinggi, yaitu sekitar 76% meski dibayangi pandemi."" #PilkadaJurdilTaatProkes  @B3doel_ @anakkosaann  https://t.co/NTomdnTPZ6"
irvanthamuri;Partisipasi ini lebih tinggi dari pilkada tanpa pandemi 5 tahun lalu yaitu 69%. @kemendagri #PilkadaJurdilTaatProkes;positif;Partisipasi ini lebih tinggi dari pilkada tanpa pandemi 5 tahun lalu yaitu 69%.  #PilkadaJurdilTaatProkes
sriharmini12;@LbsMariska Polisi melanggar UU Ada yg bilang UU saat pandemi?  Saya hanya bilang Berlakulah adil Berapa banyak yg melakukan kerumunan dibiarkan? Tangkap yg satu berarti hrs tangkap semua kerumunan Tdk ada yg ditangkap krn kerumunan pilkada Berlakulah adi;negatif; Polisi melanggar UU Ada yg bilang UU saat pandemi?  Saya hanya bilang Berlakulah adil Berapa banyak yg melakukan kerumunan dibiarkan? Tangkap yg satu berarti hrs tangkap semua kerumunan Tdk ada yg ditangkap krn kerumunan pilkada Berlakulah adil
herikitz;@bwd_12 Pawai pilkada juga masih pandemi kenapa kemarin ga di bubarin;negatif; Pawai pilkada juga masih pandemi, kenapa kemarin ga di bubarin
aguspratono3;"@denni_sauya @LILApama2011 ""Di tengah pandemi PILKADA...?? Apa gak mikirrr..??""";negatif;" @LILApama2011 ""Di tengah pandemi PILKADA...?? Apa gak mikirrr..??"""
takkdianggap;"@RintoSiswanto2 @Donihendarto @jhsumidi Bukan hanya pilkada wmang rakyatnya aja yg bandel buktinya kemarin udah pada siap"" liburan ke bali padahal lagi pandemi";negatif;" @Donihendarto @jhsumidi Bukan hanya pilkada wmang rakyatnya aja yg bandel buktinya kemarin udah pada siap"" liburan ke bali padahal lagi pandemi"
by_maharr;@arif2702daulay Kondisi pandemi semua ibadah dan perayaan di atur dan di batasi protokol gak hanya nataru. Idul fitri idul adha pun di batasi kemarin. Gak ada minoritas mayoritas semua sama sama menahan diri.  Mengenai kerumuman pilkada dan yg lain yg bel;negatif; Kondisi pandemi semua ibadah dan perayaan di atur dan di batasi protokol, gak hanya nataru. Idul fitri, idul adha pun di batasi kemarin. Gak ada minoritas mayoritas semua sama sama menahan diri.  Mengenai kerumuman pilkada dan yg lain yg belum ditindak.... Anu itu beda urusan😅🤐
zlfnra;@aidiljapnur @ustadtengkuzul Yg nyuruh ngadain pilkada di masa pandemi siapa? Padahal udah di ingetin oleh ribuan rakyat untuk di tunda tapi masih aja ngotot akhirnya ribuan pegawai TPS tertular covid..;negatif; @ustadtengkuzul Yg nyuruh ngadain pilkada di masa pandemi siapa? Padahal udah di ingetin oleh ribuan rakyat untuk di tunda tapi masih aja ngotot akhirnya ribuan pegawai TPS tertular covid..
aidiljapnur;@Bibi_cihuy @ustadtengkuzul Pilkada sudah diatur dalam UU nya dan tetap berusaha menerapkan prokes tapi saya sendiri juga tidak setuju soal pilkada diadakan disaat pandemi begini.;negatif; @ustadtengkuzul Pilkada sudah diatur dalam UU nya, dan tetap berusaha menerapkan prokes, tapi saya sendiri juga tidak setuju soal pilkada diadakan disaat pandemi begini.
aden_husna;@ridwankamil Pemimpin yang mana pak? Gara2 maksain pilkada pas pandemi akhirnya banyak yg golput. Udh tau rakyat masih cemas dengan pandemi harusnya nunggu rakyat tenang kan vaksin udh jadi katanya... Dari rakyat utk rakyat bukan maksain pilkada gamikirin;negatif; Pemimpin yang mana pak? Gara2 maksain pilkada pas pandemi, akhirnya banyak yg golput. Udh tau rakyat masih cemas dengan pandemi, harusnya nunggu rakyat tenang, kan vaksin udh jadi katanya... Dari rakyat utk rakyat bukan maksain pilkada gamikirin rakyat masih cemas
crizmeliala;@paraNEWnormal Masih waras.. Ngapain ikut pilkada di tengah pandemi;negatif; Masih waras.. Ngapain ikut pilkada di tengah pandemi
muzakiahsan;@manis905 Kok bisa ya lgi pandemi gini pilkada ttap jalan. Kok bisa yah laskar fpi di bunuh secara brutal gitu kok bisa udh bunuh fitnah lagi;negatif; Kok bisa ya lgi pandemi gini pilkada ttap jalan. Kok bisa yah laskar fpi di bunuh secara brutal gitu kok bisa udh bunuh fitnah lagi
alphare4;@manis905 Kok bisa ya lagi pandemi konvoy kampanye pilkada ??? Nalar dipake.;negatif; Kok bisa ya lagi pandemi, konvoy kampanye pilkada ??? Nalar dipake.
denni_sauya;Partisipasi masyarakat pada Pilkada 2020 terbilang tinggi meski diselenggarakan di tengah pandemi Covid-19. @jokowi @kemendagri @KSPgoid  https://t.co/Zu1u3e4Aak;positif;Partisipasi masyarakat pada Pilkada 2020 terbilang tinggi meski diselenggarakan di tengah pandemi Covid-19.  @kemendagri @KSPgoid  https://t.co/Zu1u3e4Aak
ridwan_de22;@manis905 Kok bisa ya lagi pandemi ada pilkada???;negatif; Kok bisa ya lagi pandemi ada pilkada???
fagtng;Survei SMRC real terbukti.  Walau di tengah pandemi  partisipasi pemilih nyata. Hadir ke TPS dan menggunakan Hak pilihnya.    Pilkada Serentak 2020  Pilkada Terbaik.  Mendidik masyarakat untuk hidup lebih menghargai diri dan taat Prokes.   @kemendagri   https://t.co/gCrwVm9BMM;positif;Survei SMRC real terbukti.  Walau di tengah pandemi , partisipasi pemilih nyata. Hadir ke TPS dan menggunakan Hak pilihnya.    Pilkada Serentak 2020 , Pilkada Terbaik.  Mendidik masyarakat untuk hidup lebih menghargai diri dan taat Prokes.      https://t.co/gCrwVm9BMM
naddyaa13;Dari hasil survei  menunjukkan tingkat partisipasi di pilkada lalu cukup tinggi meskipun digelar saat pandemi Covid-19. Bahkan partisipasinya lebih tinggi dibanding tahun 2015. @kemendagri   https://t.co/L1r25zvrRE;positif;Dari hasil survei  menunjukkan tingkat partisipasi di pilkada lalu cukup tinggi meskipun digelar saat pandemi Covid-19. Bahkan, partisipasinya lebih tinggi dibanding tahun 2015.    https://t.co/L1r25zvrRE
naddyaa13;Menurut survey beberapa lembaga terbukti penyelenggaraan pilkada sudah sesuai protokol kesehatan.  Ketertiban yg di gambarkan sangat baik fi masa pandemi.  @kemendagri  https://t.co/ivGY6YsWCz;positif;Menurut survey beberapa lembaga, terbukti penyelenggaraan pilkada sudah sesuai protokol kesehatan.  Ketertiban yg di gambarkan sangat baik fi masa pandemi.    https://t.co/ivGY6YsWCz
aryprasetyo85;Survei SMRC: Partisipasi Masyarakat di Pilkada 2020 Tinggi meski di Tengah Pandemi  Survei lembaga penelitian SMRC menyatakan partisipasi masyarakat pada Pilkada 2020 terbilang tinggi meski diselenggarakan di tengah pandemi Covid-19. @jokowi @kemendagri  https://t.co/IliEujxA4f;positif;Survei SMRC: Partisipasi Masyarakat di Pilkada 2020 Tinggi meski di Tengah Pandemi  Survei lembaga penelitian SMRC menyatakan, partisipasi masyarakat pada Pilkada 2020 terbilang tinggi meski diselenggarakan di tengah pandemi Covid-19.  @kemendagri  https://t.co/IliEujxA4f
mega0694;@Habibie87871 @VIVAcoid gak boleh juga harusnya gak peduli mau kerumuna apapun itu mau pilkada kek mau aksi mau sekedar nongkrong di cafe juga jangan. pandemi belum selesai garda depan masih berjuang.;negatif; @VIVAcoid gak boleh juga harusnya, gak peduli mau kerumuna apapun itu, mau pilkada kek, mau aksi, mau sekedar nongkrong di cafe juga jangan. pandemi belum selesai, garda depan masih berjuang.
ras_jojo22;@TirtoID Cc @DPR_RI bisa2 legitimasi kemenangan di pilkada dipertanyakan nih makanya jgn maksain pilkada ditengah pandemi 🙃;negatif; Cc @DPR_RI bisa2 legitimasi kemenangan di pilkada dipertanyakan nih, makanya jgn maksain pilkada ditengah pandemi 🙃
noahorwell;@Arnusmine @bally_nugroho @oceanflyer1 @zorro_forv @na_dirs @firdzaradiany Salah karena itu hal yang sudah sewajarnya dilakukan. Apalagi melihat bagaiman penanganan corona yang kacau kebijakan  yang tidak efektif. Contoh promosi pariwisata di awal pandemi;negatif; @bally_nugroho @oceanflyer1 @zorro_forv @na_dirs @firdzaradiany Salah karena itu hal yang sudah sewajarnya dilakukan. Apalagi melihat bagaiman penanganan corona yang kacau, kebijakan  yang tidak efektif. Contoh, promosi pariwisata di awal pandemi, pemaksaan pilkada.   Apresiasi jika angka test dan tracking tinggi, kebijakan yang konsisten.
moodtamaw;@bunyigendang @fazabill taun baru bukan budaya kita budaya kita adalah pilkada di tengah pandemi;negatif; @fazabill taun baru bukan budaya kita, budaya kita adalah pilkada di tengah pandemi
noahorwell;@na_dirs @firdzaradiany Bukannya kesehatan masyarakat itu amanat undang-undang dan hak rakyat gus? Pajak juga dari rakyat. Apresiasi jika memang pemerintah memberikan kebijakan konkrit. Pandemi yang berlarut larut juga imbas kebijakan2 pemerintah pilkada ;negatif; @firdzaradiany Bukannya kesehatan masyarakat itu amanat undang-undang dan hak rakyat gus? Pajak juga dari rakyat. Apresiasi jika memang pemerintah memberikan kebijakan konkrit. Pandemi yang berlarut larut juga imbas kebijakan2 pemerintah, pilkada salah satunya.
jnnnisa;@Mhmdfkriabd stupid as fvck emang kemaren pas pilkada berasa gaada pandemi aman-aman aja giliran kayak gini heboh bikin peraturan seenak udel   💩💩💩💩💩💩💩💩💩💩;negatif; stupid as fvck emang kemaren pas pilkada berasa gaada pandemi aman-aman aja giliran kayak gini heboh bikin peraturan seenak udel   💩💩💩💩💩💩💩💩💩💩
fake_promised;@MCAOps Bener...di balikpappan gara2 pilkada melonjak naik kasusnya dan minggu depan akan diadakan lg penutupan jalan sprti saat br pandemi...🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️;negatif; Bener...di balikpappan gara2 pilkada melonjak naik kasusnya dan minggu depan akan diadakan lg penutupan jalan sprti saat br pandemi...🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️
tunkuadam99;@mazzini_gsp Gak mau pilkada jalan najwa meng kritik anak presiden kampanye mlanggar prokes di masa pandemi tapi dia naik darah dan bilang memprovokasi;negatif; Gak mau pilkada jalan, najwa meng kritik anak presiden kampanye mlanggar prokes di masa pandemi tapi dia naik darah dan bilang memprovokasi,
panembahan_alit;@ridwankamil klo boleh jujur keberhasilan atasi covids itu klo kita dr awal tegas dan konsisten bahwa kesehatan yg utama sdh tau pandemi msh maksain pilkada dan ketok omnibus law ketaatan jg hrs logis atuh kang;negatif; klo boleh jujur keberhasilan atasi covids itu klo kita dr awal tegas dan konsisten bahwa kesehatan yg utama, sdh tau pandemi, msh maksain pilkada dan ketok omnibus law, ketaatan jg hrs logis atuh kang
freddy_skumbang;@Ahmadfuadie2 @mohmahfudmd beda pilkada sudah direncanakan pilkada diperlukan untuk masa depan bangsa ini anda lihat protokol disaat pilkada? jangan fokus dengan kata kerumunan saja Bung sementara menjemput HRS sepenting apa? bahkan sebenarnya sangat lebi;positif; @mohmahfudmd beda, pilkada sudah direncanakan, pilkada diperlukan untuk masa depan bangsa ini, anda lihat protokol disaat pilkada? jangan fokus dengan kata kerumunan saja Bung, sementara menjemput HRS sepenting apa?, bahkan sebenarnya sangat lebih baik dia tidak pulang disaat pandemi
gengenjus;@merdekadotcom Welah.....ini lah aji mumpung mumpung Pandemi jadi pada takut datang ke TPS ini bener2 lelucon....jadi tahu sekarang mengapa Pilkada dipaksakan harus jalan;negatif; Welah.....ini lah aji mumpung, mumpung Pandemi jadi pada takut datang ke TPS, ini bener2 lelucon....jadi tahu sekarang mengapa Pilkada dipaksakan harus jalan
hdsambodo;@TirtoID Lagian pilkada saat pandemi.. Warga pasti milih selamat daripada gunakan hak pilih..;negatif; Lagian pilkada saat pandemi.. Warga pasti milih selamat daripada gunakan hak pilih..
satriya_hidayat;@zarazettirazr Berarti sebagian besar pemilih mereka adalah Kader2 masing2 partai pendukung dan keluarganya saja. Maka dari itu mreka kukuh jalankan Pilkada di masa pandemi. 😂;negatif; Berarti sebagian besar pemilih mereka adalah Kader2 masing2 partai pendukung dan keluarganya saja. Maka dari itu mreka kukuh jalankan Pilkada di masa pandemi. 😂
rawii9;@MFahmii21 Pemerintah sukses menyelenggarakan Pilkada Serentak ditengah pandemi Covid-19.;positif; Pemerintah sukses menyelenggarakan Pilkada Serentak ditengah pandemi Covid-19.
rawii9;@Kekek_12 @kopi_pait78 @_vivin09 @hilwa_ajaa @_4ngel05 @Ulul_fan @Aluh_kciput Apresiasi tinggi untuk pemerintah yang sukses melaksanakan Pilkada Serentak di Tengah Pandemi Covid-19.;positif; @kopi_pait78 @_vivin09 @hilwa_ajaa @_4ngel05 @Ulul_fan @Aluh_kciput Apresiasi tinggi untuk pemerintah yang sukses melaksanakan Pilkada Serentak di Tengah Pandemi Covid-19.
bejoabdul4;@gitochin @detikcom Pil apa yg membuat berkumpul diperbolegkan dimassa pandemi pilkada dong..;negatif; @detikcom Pil apa yg membuat berkumpul diperbolegkan dimassa pandemi, pilkada dong..
bayanrhman;@mohmahfudmd Definis pengacau menurut bapa itu apa?  Orang yang mengizinkan pilkada di tngh pandemi itu yang kacau  Orang yang bilang obat covid nasi kucing itu yang otak nya kacau  Jangan2 definis pengacau menurut bapa adalah mereka yang berbeda pendapat;negatif; Definis pengacau menurut bapa itu apa?  Orang yang mengizinkan pilkada di tngh pandemi itu yang kacau  Orang yang bilang obat covid nasi kucing itu yang otak nya kacau  Jangan2 definis pengacau menurut bapa adalah mereka yang berbeda pendapat
hananovi;@TirtoID Baru pandemi gini maksa pilkada. Urgensinya apa. Banyak orang milih ttp di rumah menjauhi kerumunan. Mending biayanya ya buat penanganan corona dulu lah;negatif; Baru pandemi gini maksa pilkada. Urgensinya apa. Banyak orang milih ttp di rumah, menjauhi kerumunan. Mending biayanya ya buat penanganan corona dulu lah
caesardcandra;@republikaonline dlm kondisi pandemi jgn hnya faktor selesai dn ada pemenang utk menilai succes pilkada lbh utama faktor tdk ada cluster br covid19 blh dibilang succes..;positif; dlm kondisi pandemi jgn hnya faktor selesai dn ada pemenang utk menilai succes pilkada, lbh utama faktor tdk ada cluster br covid19 blh dibilang succes..
yohanwahyu76;"Pilkada di tengah pandemi ternyata masih memiliki ""daya tarik"" tersendiri. cc @hsym_asyari @titianggraini @nurhidayatsardi";positif;"Pilkada di tengah pandemi ternyata masih memiliki ""daya tarik"" tersendiri. cc  @titianggraini @nurhidayatsardi"
stormiqi;@CNNIndonesia Alhamdulillah sadar pandemi partisipasi rendah. warga ga perlu lah datang2 buat kerumuman ke TPS cuma buat pilkada;negatif; Alhamdulillah sadar pandemi, partisipasi rendah. warga ga perlu lah datang2 buat kerumuman ke TPS cuma buat pilkada
fahraha_;@collegemenfess Isu strategis yang bisa diambil kayanya gini lagi pandemi kan logikanya gaboleh berkerumun tetapi di pilkada malah banyak kegiatan yang bikin kerumunan seperti masa kampanye dan penyoblosan. CMIIW (GATAU YA KALO POLITIK DINASTI BISA DIBAWA;negatif; Isu strategis yang bisa diambil kayanya gini, lagi pandemi kan logikanya gaboleh berkerumun tetapi di pilkada malah banyak kegiatan yang bikin kerumunan seperti masa kampanye dan penyoblosan. CMIIW (GATAU YA KALO POLITIK DINASTI BISA DIBAWA APA NGGAK)
v_virsha;@yoeskenawas Para elit butuh rakyat pas pemilihan umum/pilkada dan pil2 yg gak bikin sehat masyarakat lainnya Bang 😑  Apalah kami ini bahkan ditaengah pandemi spt skrg ini kudu bertahan agar ttp waras bansos pun gak dapet ternyata dananya diembat😇  ;negatif; Para elit butuh rakyat pas pemilihan umum/pilkada dan pil2 yg gak bikin sehat masyarakat lainnya, Bang 😑  Apalah kami ini, bahkan ditaengah pandemi spt skrg ini kudu bertahan agar ttp waras, bansos pun gak dapet, ternyata dananya diembat😇  Dahlah vaksin mau ada/ga we'll see...
snuffyoffili;@YBRAP Emang beda negara ini uangnya hbis utk pilkada yg seharusnya bisa ditunda dan prioritaskan pada pandemi ini dlu. Lah ini titit njinggg;negatif; Emang beda negara ini, uangnya hbis utk pilkada yg seharusnya bisa ditunda dan prioritaskan pada pandemi ini dlu. Lah ini titit njinggg
dhibramn;"@UyokTweet @mohmahfudmd Awal pandemi goyang ubur²....lagi pandemi maksa pilkada demi HAM (Hak Anak Mantu)...sok² ""pastikan ga ada klaster pilkada""...jebul TELEK mmg lambene";negatif;" @mohmahfudmd Awal pandemi goyang ubur²....lagi pandemi maksa pilkada demi HAM (Hak Anak Mantu)...sok² ""pastikan ga ada klaster pilkada""...jebul TELEK mmg lambene"
myconscience9;"mana @mohmahfudmd...msh mau ngoceh tdk ada hubungan pilkada dgn kondisi pandemi?!  sebenarnya mending kl dia diem aja drpd klaim yg engga2. atau ""pilkada hrs dilaksanakan mohon waspada akan kenaikan kasus"".  profesor bidang hukum super pede jd ahli pandemi bikin klaim absurd.";negatif;"mana ...msh mau ngoceh tdk ada hubungan pilkada dgn kondisi pandemi?!  sebenarnya mending kl dia diem aja drpd klaim yg engga2. atau ""pilkada hrs dilaksanakan, mohon waspada akan kenaikan kasus"".  profesor bidang hukum super pede jd ahli pandemi bikin klaim absurd."
rafiqi_28;@raviopatra Itu lah gobloknya dia. Padahal kita masa pandemi ini masih ngotot juga ngadain pilkada. Kenapa penyaluran vaksinnya gk se semangat waktu plkada? TNI-Polri dikerahkan sampe menjangkau daerah pelosok.;negatif; Itu lah gobloknya dia. Padahal kita masa pandemi ini masih ngotot juga ngadain pilkada. Kenapa penyaluran vaksinnya gk se semangat waktu plkada? TNI-Polri dikerahkan sampe menjangkau daerah pelosok.
kasmir1962;@KompasTV Pernyataan @mohmahfudmd ini punya maksud yg ingin beliau sampaikn bahwa kerumunan pilkada tdk berdampak pada penybran covid 19. Dg demikian kerumunan pd kampanye Gibran di Solo tdk bs di proses secara hukum. Pemrintah dianggap sukses melaksnkan ;positif; Pernyataan @mohmahfudmd ini punya maksud yg ingin beliau sampaikn bahwa kerumunan pilkada tdk berdampak pada penybran covid 19. Dg demikian, kerumunan pd kampanye Gibran di Solo tdk bs di proses secara hukum. Pemrintah dianggap sukses melaksnkan pilkada serentak pd masa pandemi.
trisnatresna;@JSuryoP1 @msaid_didu Gak sia sia pilkada tetap diselenggarakan dimasa pandemi ini 😁;positif; @msaid_didu Gak sia sia pilkada tetap diselenggarakan dimasa pandemi ini 😁
ampunilahkami;@CNNIndonesia @msaid_didu Ayo.. siapa yang berani melaporkan kepolisi tindak PIDANA UU Karantina wilayah kepada pihak yang menyetujui diadakan Pilkada selama Pandemi ini.. karena terbukti menyebabkan cluster Covid-19.;negatif; @msaid_didu Ayo.. siapa yang berani melaporkan kepolisi tindak PIDANA UU Karantina wilayah kepada pihak yang menyetujui diadakan Pilkada selama Pandemi ini.. karena terbukti menyebabkan cluster Covid-19.
oau8abbn1xqccdv;@tempodotco SUDAH SAATNYA PILKADA / PEMILU VIA INTERNET(HP) SESUAI TUNTUTAN KONDISI DUNIA KRN PANDEMI.. SETUJU??;negatif; SUDAH SAATNYA PILKADA / PEMILU VIA INTERNET(HP) SESUAI TUNTUTAN KONDISI DUNIA KRN PANDEMI.. SETUJU??
tribrata_rl;Kesuksesan  pilkada ditengah pandemi harus kita pertahankan. Mari selalu terapkan Protokol kesehatan dimanapun dan kapanpun. #PilkadaAmanPatuhiProkes @divisihumaspolri @polda_bengkulu @gmargopo  https://t.co/lpUJqBnpwf;positif;Kesuksesan  pilkada ditengah pandemi harus kita pertahankan. Mari selalu terapkan Protokol kesehatan dimanapun dan kapanpun. #PilkadaAmanPatuhiProkes  @polda_bengkulu @gmargopo  https://t.co/lpUJqBnpwf
irvan80370078;@effendi____ Kalau pelanggaran prokes di pilkada harusnya presiden yg dipenjara karna tak seharusnya ngadain pilkada ditengah pandemi begini.;negatif; Kalau pelanggaran prokes di pilkada harusnya presiden yg dipenjara, karna tak seharusnya ngadain pilkada ditengah pandemi begini.
